,Location1,Location2,Strand,Length,PID,Gene,Synonym,Code,COG,Product
2174,2414747,2416891,+,714,1788635,pta,b2297,-,-,phosphate acetyltransferase
2175,2417081,2418601,+,506,87082082,yfcC,b2298,-,-,"putative inner membrane transporter, C4-dicarboxylate anaerobic carrier family"
2176,2418634,2419176,-,180,1788637,yfcD,b2299,-,-,putative NUDIX hydrolase
2177,2419234,2419788,-,184,1788638,yfcE,b2300,-,-,phosphodiesterase activity on bis-pNPP
2178,2419841,2420485,-,214,1788639,yfcF,b2301,-,-,glutathione S-transferase
2179,2420621,2421268,+,215,1788640,yfcG,b2302,-,-,GSH-dependent disulfide bond oxidoreductase
2180,2421325,2421687,+,120,1788641,folX,b2303,-,-,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase"
2181,2421708,2422601,+,297,1788642,yfcH,b2304,-,-,putative NAD-dependent nucleotide-sugar epimerase
2182,2422649,2423539,-,296,1788643,yfcI,b2305,-,-,transposase_31 family protein
2183,2423736,2424509,-,257,1788644,hisP,b2306,-,-,histidine/lysine/arginine/ornithine transporter subunit
2184,2424517,2425233,-,238,1788645,hisM,b2307,-,-,histidine/lysine/arginine/ornithine transporter subunit
2185,2425230,2425916,-,228,1788646,hisQ,b2308,-,-,histidine/lysine/arginine/ornithine transporter permease subunit
2186,2426006,2426788,-,260,1788648,hisJ,b2309,-,-,histidine/lysine/arginine/ornithine transporter subunit
2187,2427009,2427791,-,260,1788649,argT,b2310,-,-,lysine/arginine/ornithine transporter subunit
2188,2428057,2428626,-,189,1788650,ubiX,b2311,-,-,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
2189,2428721,2430238,-,505,1788651,purF,b2312,-,-,amidophosphoribosyltransferase
2190,2430275,2430763,-,162,1788652,cvpA,b2313,-,-,colicin V production membrane protein
2191,2431022,2431684,-,220,87082083,dedD,b2314,-,-,membrane-anchored periplasmic protein involved in septation
2192,2431674,2432942,-,422,1788654,folC,b2315,-,-,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase
2193,2433012,2433926,-,304,1788655,accD,b2316,-,-,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit"
2194,2434082,2434741,-,219,1788656,dedA,b2317,-,-,DedA family inner membrane protein
2195,2434824,2435636,-,270,1788657,truA,b2318,-,-,tRNA pseudouridine(38-40) synthase
2196,2435636,2436649,-,337,1788658,usg,b2319,-,-,putative semialdehyde dehydrogenase
2197,2436715,2437851,-,378,1788660,pdxB,b2320,-,-,erythronate-4-phosphate dehydrogenase
2198,2437950,2438945,+,331,1788661,flk,b2321,-,-,putative flagella assembly protein
2199,2438942,2440120,-,392,1788662,yfcJ,b2322,-,-,putative arabinose efflux transporter
2200,2440385,2441605,-,406,1788663,fabB,b2323,-,-,3-oxoacyl-[acyl-carrier-protein] synthase I
2201,2441764,2443770,+,668,87082084,mnmC,b2324,-,-,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme
2202,2443891,2444169,-,92,1788665,yfcL,b2325,-,-,uncharacterized protein
2203,2444203,2444751,-,182,1788666,epmC,b2326,-,-,Elongation Factor P Lys34 hydroxylase
2204,2444751,2445560,-,269,1788667,yfcA,b2327,-,-,UPF0721 family inner membrane protein
2205,2445560,2446384,-,274,1788668,mepA,b2328,-,-,murein DD-endopeptidase
2206,2446388,2447473,-,361,1788669,aroC,b2329,-,-,chorismate synthase
2207,2447508,2448440,-,310,87082085,prmB,b2330,-,-,N5-glutamine methyltransferase
2208,2448606,2449157,+,183,1788671,smrB,b2331,-,-,putative DNA endonuclease
2209,2449228,2450049,-,273,87082086,yfcO,b2332,-,-,DUF2544 family putative outer membrane protein
2210,2450051,2450590,-,179,1788674,yfcP,b2333,-,-,putative fimbrial-like adhesin protein
2211,2450587,2451075,-,162,1788675,yfcQ,b2334,-,-,putative fimbrial-like adhesin protein
2212,2451072,2451584,-,170,1788676,yfcR,b2335,-,-,putative fimbrial-like adhesin protein
2213,2451584,2452336,-,250,1788677,yfcS,b2336,-,-,putative periplasmic pilin chaperone
2214,2455083,2455646,-,187,1788680,yfcV,b2339,-,-,putative fimbrial-like adhesin protein
2215,2456327,2456812,-,161,1788681,sixA,b2340,-,-,phosphohistidine phosphatase
2216,2457015,2459159,-,714,1788682,fadJ,b2341,-,-,fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase
2217,2459159,2460469,-,436,1788683,fadI,b2342,-,-,"beta-ketoacyl-CoA thiolase, anaerobic, subunit"
2218,2460650,2460934,-,94,87082087,yfcZ,b2343,-,-,UPF0381 family protein
2219,2461306,2462646,+,446,145693163,fadL,b2344,-,-,long-chain fatty acid outer membrane transporter
2220,2463012,2464070,+,352,1788687,yfdF,b2345,-,-,uncharacterized protein
2221,2464252,2465007,-,251,1788688,mlaA,b2346,-,-,"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component"
2222,2465301,2466233,+,310,1788689,yfdC,b2347,-,-,putative inner membrane protein
2223,2466545,2467702,+,385,1788690,intS,b2349,-,-,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase
2224,2467855,2468217,+,120,1788691,gtrA,b2350,-,-,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase)
2225,2468214,2469134,+,306,1788692,gtrB,b2351,-,-,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase
2226,2469131,2470462,+,443,1788693,gtrS,b2352,-,-,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage"
2227,2471077,2471517,-,146,1788696,yfdK,b2354,-,-,CPS-53 (KpLE1) prophage; conserved protein
2228,2472387,2472881,-,164,1788699,yfdN,b2357,-,-,CPS-53 (KpLE1) prophage; uncharacterized protein
2229,2473604,2473966,+,120,145693164,yfdP,b2359,-,-,CPS-53 (KpLE1) prophage; uncharacterized protein
2230,2474032,2474856,+,274,1788702,yfdQ,b2360,-,-,CPS-53 (KpLE1) prophage; uncharacterized protein
2231,2474984,2475520,+,178,87082090,yfdR,b2361,-,-,CPS-53 (KpLE1) prophage; conserved protein
2232,2475511,2475873,+,120,1788704,yfdS,b2362,-,-,CPS-53 (KpLE1) prophage; uncharacterized protein
2233,2475873,2476178,+,101,1788705,yfdT,b2363,-,-,CPS-53 (KpLE1) prophage; uncharacterized protein
2234,2476310,2476510,+,66,87082092,torI,b4501,-,-,response regulator inhibitor for tor operon
2235,2476694,2477629,-,311,1788706,dsdC,b2364,-,-,dsd operon activator; autorepressor
2236,2477847,2479184,+,445,1788707,dsdX,b2365,-,-,D-serine transporter
2237,2479202,2480530,+,442,1788708,dsdA,b2366,-,-,D-serine dehydratase
2238,2480638,2482176,-,512,1788710,emrY,b2367,-,-,putative multidrug efflux system
2239,2482176,2483339,-,387,1788711,emrK,b2368,-,-,"EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component"
2240,2483755,2484369,+,204,1788712,evgA,b2369,-,-,response regulator in two-component regulatory system with EvgS
2241,2484374,2487967,+,1197,1788713,evgS,b2370,-,-,hybrid sensory histidine kinase in two-component regulatory system with EvgA
2242,2488023,2489168,-,381,87082093,yfdE,b2371,-,-,acetyl-CoA:oxalate CoA-transferase
2243,2489242,2490186,-,314,1788715,yfdV,b2372,-,-,putative transporter
2244,2490256,2491950,-,564,1788716,oxc,b2373,-,-,"oxalyl CoA decarboxylase, ThDP-dependent"
2245,2492004,2493254,-,416,1788717,frc,b2374,-,-,"formyl-CoA transferase, NAD(P)-binding"
2246,2493767,2494402,-,211,1788719,yfdX,b2375,-,-,uncharacterized protein
2247,2494698,2494973,+,91,2367134,ypdI,b2376,-,-,putative lipoprotein involved in colanic acid biosynthesis
2248,2495050,2495292,-,80,1788720,yfdY,b2377,-,-,DUF2545 family putative inner membrane protein
2249,2495645,2496565,+,306,87082094,lpxP,b2378,-,-,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase
2250,2496921,2496992,+,23,226510962,ypdK,b4680,-,-,inner membrane protein
2251,2497057,2498295,-,412,1788722,alaC,b2379,-,-,valine-pyruvate aminotransferase 3
2252,2498671,2500368,+,565,1788723,ypdA,b2380,-,-,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system
2253,2500383,2501117,+,244,1788724,ypdB,b2381,-,-,response regulator activating yhjX; pyruvate-responsive YpdAB two-component system
2254,2501130,2501987,+,285,1788725,ypdC,b2382,-,-,putative DNA-binding protein
2255,2501990,2504485,-,831,1788726,fryA,b2383,-,-,"putative PTS enzyme, Hpr component/enzyme I component/enzyme IIA component"
2256,2504510,2505547,-,345,1788727,ypdE,b2384,-,-,aminopeptidase
2257,2505547,2506632,-,361,1788728,ypdF,b2385,-,-,Xaa-Pro aminopeptidase
2258,2506647,2507894,-,415,1788729,fryC,b2386,-,-,putative enzyme IIC component of PTS
2259,2507916,2508242,-,108,1788730,fryB,b2387,-,-,putative enzyme IIB component of PTS
2260,2508461,2509426,-,321,1788732,glk,b2388,-,-,glucokinase
2261,2509630,2510886,+,418,1788733,yfeO,b2389,-,-,putative ion channel protein
2262,2511001,2511327,+,108,1788734,ypeC,b2390,-,-,DUF2502 family putative periplasmic protein
2263,2511468,2512706,-,412,1788736,mntH,b2392,-,-,manganese/divalent cation transporter
2264,2513042,2514244,+,400,1788737,nupC,b2393,-,-,nucleoside (except guanosine) transporter
2265,2514331,2515443,+,370,87082095,insL1,b2394,-,-,IS186 transposase
2266,2515643,2517832,-,729,87082096,yfeA,b2395,-,-,putative diguanylate cyclase
2267,2518467,2518811,+,114,87082097,yfeC,b2398,-,-,DUF1323 family putative DNA-binding protein
2268,2518813,2519205,+,130,226510963,yfeD,b2399,-,-,DUF1323 family putative DNA-binding protein
2269,2519257,2520672,-,471,1788743,gltX,b2400,-,-,glutamyl-tRNA synthetase
2270,2521593,2522477,-,294,2367136,xapR,b2405,-,-,transcriptional activator of xapAB
2271,2522729,2523985,-,418,1788745,xapB,b2406,-,-,xanthosine transporter
2272,2524045,2524878,-,277,1788746,xapA,b2407,-,-,purine nucleoside phosphorylase II
2273,2525127,2525891,+,254,1788747,yfeN,b2408,-,-,putative outer membrane protein
2274,2525930,2526856,-,308,1788748,yfeR,b2409,-,-,transcriptional regulator of yefH
2275,2526946,2527944,+,332,1788749,yfeH,b2410,-,-,putative inorganic ion transporter
2276,2527941,2528159,-,72,87082098,ypeB,b4546,-,-,DUF3820 family protein
2277,2528161,2530176,-,671,1788750,ligA,b2411,-,-,"DNA ligase, NAD(+)-dependent"
2278,2530247,2531233,-,328,1788752,zipA,b2412,-,-,FtsZ stabilizer
2279,2531463,2532224,+,253,1788753,cysZ,b2413,-,-,EI24 family inner membrane protein; putative sulfate transporter
2280,2532409,2533380,+,323,1788754,cysK,b2414,-,-,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit"
2281,2533764,2534021,+,85,1788755,ptsH,b2415,-,-,phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)
2282,2534066,2535793,+,575,1788756,ptsI,b2416,-,-,PEP-protein phosphotransferase of PTS system (enzyme I)
2283,2535834,2536343,+,169,1788757,crr,b2417,-,-,glucose-specific enzyme IIA component of PTS
2284,2536386,2537237,-,283,1788758,pdxK,b2418,-,-,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase
2285,2537342,2537716,+,124,1788759,yfeK,b2419,-,-,uncharacterized protein
2286,2537749,2538483,+,244,1788760,yfeS,b2420,-,-,WGR domain protein
2287,2538672,2539583,-,303,2367138,cysM,b2421,-,-,cysteine synthase B (O-acetylserine sulfhydrolase B)
2288,2539717,2540814,-,365,1788761,cysA,b2422,-,-,sulfate/thiosulfate transporter subunit
2289,2540804,2541679,-,291,87082099,cysW,b2423,-,-,sulfate/thiosulfate ABC transporter subunit
2290,2541679,2542512,-,277,1788764,cysU,b2424,-,-,sulfate/thiosulfate ABC transporter permease
2291,2542512,2543528,-,338,1788765,cysP,b2425,-,-,thiosulfate-binding protein
2292,2543832,2544623,-,263,87082100,ucpA,b2426,-,-,"furfural resistance protein, putative short-chain oxidoreductase"
2293,2544752,2545609,-,285,1788767,murR,b2427,-,-,"repressor for murPQ, MurNAc 6-P inducible"
2294,2545773,2546669,+,298,1788768,murQ,b2428,-,-,N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase
2295,2546673,2548097,+,474,1788769,murP,b2429,-,-,"N-acetylmuramic acid permease, EIIBC component, PTS system"
2296,2548102,2549406,+,434,87082101,yfeW,b2430,-,-,penicillin binding protein PBP4B; weak DD-carboxypeptidase activity
2297,2549646,2550545,-,299,87082102,yfeX,b2431,-,-,"porphyrinogen oxidase, cytoplasmic"
2298,2550641,2551216,-,191,1788772,yfeY,b2432,-,-,RpoE-regulated lipoprotein
2299,2551277,2551726,-,149,87082103,yfeZ,b2433,-,-,inner membrane protein
2300,2551713,2552138,-,141,87082104,ypeA,b2434,-,-,putative acyl-CoA transferase
2301,2552352,2553221,+,289,1788776,amiA,b2435,-,-,N-acetylmuramoyl-l-alanine amidase I
2302,2553225,2554124,+,299,1788777,hemF,b2436,-,-,coproporphyrinogen III oxidase
2303,2554130,2555182,-,350,1788778,eutR,b2437,-,-,"eut operon transcriptional activator, AraC family"
2304,2555228,2555728,-,166,87082105,eutK,b2438,-,-,putative ethanol utilization carboxysome structural protein
2305,2555741,2556400,-,219,1788780,eutL,b2439,-,-,putative ethanol utilization carboxysome structural protein
2306,2556410,2557297,-,295,1788781,eutC,b2440,-,-,"ethanolamine ammonia-lyase, small subunit (light chain)"
2307,2557318,2558679,-,453,87082106,eutB,b2441,-,-,"ethanolamine ammonia-lyase, large subunit, heavy chain"
2308,2558858,2560066,+,402,145693166,intZ,b2442,-,-,CPZ-55 prophage; putative phage integrase
2309,2560257,2560898,+,213,1788784,yffL,b2443,-,-,CPZ-55 prophage; uncharacterized protein
2310,2561368,2561613,+,81,1788785,yffM,b2444,-,-,CPZ-55 prophage; uncharacterized protein
2311,2561625,2561993,+,122,145693167,yffN,b2445,-,-,CPZ-55 prophage; uncharacterized protein
2312,2562111,2562527,+,138,1788787,yffO,b2446,-,-,CPZ-55 prophage; uncharacterized protein
2313,2562524,2563117,+,197,1788788,yffP,b2447,-,-,CPZ-55 prophage; uncharacterized protein
2314,2563592,2563969,+,125,145693168,yffQ,b2448,-,-,CPZ-55 prophage; uncharacterized protein
2315,2563980,2564372,+,130,1788791,yffR,b2449,-,-,CPZ-55 prophage; uncharacterized protein
2316,2564523,2565332,+,269,145693169,yffS,b2450,-,-,CPZ-55 prophage; uncharacterized protein
2317,2565481,2566884,-,467,1788793,eutA,b2451,-,-,reactivating factor for ethanolamine ammonia lyase
2318,2566881,2568107,-,408,1788794,eutH,b2452,-,-,ethanolamine transporter
2319,2568324,2569511,-,395,87082107,eutG,b2453,-,-,"ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase, converts acetaldehyde to ethanol"
2320,2569501,2570337,-,278,1788796,eutJ,b2454,-,-,"ethanolamine utilization protein, HSP70/actin superfamily protein"
2321,2570348,2571751,-,467,1788797,eutE,b2455,-,-,"aldehyde oxidoreductase, ethanolamine utilization protein"
2322,2571763,2572050,-,95,1788798,eutN,b2456,-,-,Ethanolamine catabolic microcompartment shell protein
2323,2572157,2572450,-,97,87082108,eutM,b2457,-,-,"ethanolamine utilization protein, putative carboxysome structural protein"
2324,2572489,2573505,-,338,1788800,eutD,b2458,-,-,phosphate acetyltransferase
2325,2573502,2574305,-,267,1788801,eutT,b2459,-,-,cobalamin adenosyltransferase involved in ethanolamine utilization
2326,2574302,2575003,-,233,1788802,eutQ,b2460,-,-,RmlC-like cupin domain protein
2327,2574978,2575457,-,159,1788803,eutP,b2461,-,-,putative P-loop NTPase ethanolamine utilization protein
2328,2575470,2575805,-,111,87082109,eutS,b2462,-,-,putative ethanol utilization carboxysome structural protein
2329,2576098,2578377,-,759,1788806,maeB,b2463,-,-,malic enzyme: putative oxidoreductase/putative phosphotransacetylase
2330,2578666,2579616,+,316,1788807,talA,b2464,-,-,transaldolase A
2331,2579636,2581639,+,667,1788808,tktB,b2465,-,-,"transketolase 2, thiamine triphosphate-binding"
2332,2581734,2582777,-,347,1788809,ypfG,b2466,-,-,DUF1176 family protein
2333,2582903,2583478,-,191,1788810,nudK,b2467,-,-,GDP-mannose pyrophosphatase
2334,2583546,2585525,-,659,1788811,aegA,b2468,-,-,"putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit"
2335,2585731,2587431,+,566,1788812,narQ,b2469,-,-,sensory histidine kinase in two-component regulatory system with NarP (NarL)
2336,2587595,2590708,+,1037,1788814,acrD,b2470,-,-,aminoglycoside/multidrug efflux system
2337,2590807,2590866,-,19,145693170,ypfM,b4606,-,-,stress-induced small enterobacterial protein
2338,2591247,2591603,+,118,1788815,yffB,b2471,-,-,putative ArsC family reductase
2339,2591607,2592734,+,375,1788816,dapE,b2472,-,-,N-succinyl-diaminopimelate deacylase
2340,2592762,2592962,+,66,87082110,ypfN,b4547,-,-,"putative membrane protein, UPF0370 family"
2341,2593072,2593770,-,232,87082111,ypfH,b2473,-,-,"palmitoyl-CoA esterase activity, uncertain physiological substrate"
2342,2593844,2595859,-,671,1788818,tmcA,b2474,-,-,elongator methionine tRNA (ac4C34) acetyltransferase
2343,2595874,2596737,-,287,1788819,ypfJ,b2475,-,-,putative neutral zinc metallopeptidase
2344,2596905,2597618,-,237,1788820,purC,b2476,-,-,phosphoribosylaminoimidazole-succinocarboxamide synthetase
2345,2597831,2598865,-,344,87082112,bamC,b2477,-,-,BamABCDE complex OM biogenesis lipoprotein
2346,2598882,2599760,-,292,1788823,dapA,b2478,-,-,dihydrodipicolinate synthase
2347,2599906,2600478,+,190,87082113,gcvR,b2479,-,-,"transcriptional repressor, regulatory protein accessory to GcvA"
2348,2600478,2600948,+,156,1788825,bcp,b2480,-,-,"peroxiredoxin; thiol peroxidase, thioredoxin-dependent"
2349,2601201,2601818,+,205,87082114,hyfA,b2481,-,-,"hydrogenase 4, 4Fe-4S subunit"
2350,2601818,2603836,+,672,1788827,hyfB,b2482,-,-,"hydrogenase 4, membrane subunit"
2351,2603847,2604794,+,315,87082115,hyfC,b2483,-,-,"hydrogenase 4, membrane subunit"
2352,2604811,2606250,+,479,1788829,hyfD,b2484,-,-,"hydrogenase 4, membrane subunit"
2353,2606262,2606912,+,216,1788830,hyfE,b2485,-,-,"hydrogenase 4, membrane subunit"
2354,2606917,2608497,+,526,1788831,hyfF,b2486,-,-,"hydrogenase 4, membrane subunit"
2355,2608487,2610154,+,555,1788832,hyfG,b2487,-,-,"hydrogenase 4, subunit"
2356,2610164,2610709,+,181,1788833,hyfH,b2488,-,-,"hydrogenase 4, Fe-S subunit"
2357,2610706,2611464,+,252,1788834,hyfI,b2489,-,-,"hydrogenase 4, Fe-S subunit"
2358,2611457,2611870,+,137,87082116,hyfJ,b2490,-,-,putative processing element hydrogenase 4
2359,2611900,2613912,+,670,87082117,hyfR,b2491,-,-,hydrogenase-4 transcriptional activator
2360,2613934,2614782,+,282,1788837,focB,b2492,-,-,putative formate transporter
2361,2614820,2615881,-,353,1788838,yfgO,b2493,-,-,putative UPF0118 family inner membrane permease
2362,2616094,2617557,+,487,1788840,bepA,b2494,-,-,periplasmic metalloprotease and chaperone for OM protein maintenance and assembly
2363,2617578,2617937,+,119,1788841,yfgD,b2495,-,-,putative oxidoreductase
2364,2618075,2618776,-,233,226510964,hda,b2496,-,-,ATPase regulatory factor involved in DnaA inactivation
2365,2618871,2620160,-,429,1788843,uraA,b2497,-,-,uracil permease
2366,2620246,2620872,-,208,87082118,upp,b2498,-,-,uracil phosphoribosyltransferase
2367,2621197,2622234,+,345,1788845,purM,b2499,-,-,phosphoribosylaminoimidazole synthetase
2368,2622234,2622872,+,212,1788846,purN,b2500,-,-,phosphoribosylglycinamide formyltransferase 1
2369,2623044,2625110,+,688,1788847,ppk,b2501,-,-,"polyphosphate kinase, component of RNA degradosome"
2370,2625115,2626656,+,513,1788848,ppx,b2502,-,-,exopolyphosphatase
2371,2626695,2628938,-,747,1788849,yfgF,b2503,-,-,"cyclic-di-GMP phosphodiesterase, anaerobic"
2372,2629290,2629481,+,63,1788851,yfgG,b2504,-,-,uncharacterized protein
